frase_italiana,codice_python
lampeggia led 13 37 volte,"arduino.led_blink(13, times=37)"
led 13 lampeggia 37,"arduino.led_blink(13, times=37)"
lampeggia led 13 38 volte,"arduino.led_blink(13, times=38)"
led 13 lampeggia 38,"arduino.led_blink(13, times=38)"
lampeggia led 13 39 volte,"arduino.led_blink(13, times=39)"
led 13 lampeggia 39,"arduino.led_blink(13, times=39)"
lampeggia led 13 40 volte,"arduino.led_blink(13, times=40)"
led 13 lampeggia 40,"arduino.led_blink(13, times=40)"
lampeggia led 13 41 volte,"arduino.led_blink(13, times=41)"
led 13 lampeggia 41,"arduino.led_blink(13, times=41)"
lampeggia led 13 42 volte,"arduino.led_blink(13, times=42)"
led 13 lampeggia 42,"arduino.led_blink(13, times=42)"
lampeggia led 13 43 volte,"arduino.led_blink(13, times=43)"
led 13 lampeggia 43,"arduino.led_blink(13, times=43)"
lampeggia led 13 44 volte,"arduino.led_blink(13, times=44)"
led 13 lampeggia 44,"arduino.led_blink(13, times=44)"
lampeggia led 13 45 volte,"arduino.led_blink(13, times=45)"
led 13 lampeggia 45,"arduino.led_blink(13, times=45)"
lampeggia led 13 46 volte,"arduino.led_blink(13, times=46)"
led 13 lampeggia 46,"arduino.led_blink(13, times=46)"
lampeggia led 13 47 volte,"arduino.led_blink(13, times=47)"
led 13 lampeggia 47,"arduino.led_blink(13, times=47)"
lampeggia led 13 48 volte,"arduino.led_blink(13, times=48)"
led 13 lampeggia 48,"arduino.led_blink(13, times=48)"
lampeggia led 13 49 volte,"arduino.led_blink(13, times=49)"
led 13 lampeggia 49,"arduino.led_blink(13, times=49)"
lampeggia led 13 50 volte,"arduino.led_blink(13, times=50)"
led 13 lampeggia 50,"arduino.led_blink(13, times=50)"
servo pin 3 angolo 0,"arduino.servo_write(3, 0)"
muovi servo 3 a 0 gradi,"arduino.servo_write(3, 0)"
servo pin 3 angolo 1,"arduino.servo_write(3, 1)"
servo pin 3 angolo 2,"arduino.servo_write(3, 2)"
servo pin 3 angolo 3,"arduino.servo_write(3, 3)"
servo pin 3 angolo 4,"arduino.servo_write(3, 4)"
servo pin 3 angolo 5,"arduino.servo_write(3, 5)"
muovi servo 3 a 5 gradi,"arduino.servo_write(3, 5)"
servo pin 3 angolo 6,"arduino.servo_write(3, 6)"
servo pin 3 angolo 7,"arduino.servo_write(3, 7)"
servo pin 3 angolo 8,"arduino.servo_write(3, 8)"
servo pin 3 angolo 9,"arduino.servo_write(3, 9)"
servo pin 3 angolo 10,"arduino.servo_write(3, 10)"
muovi servo 3 a 10 gradi,"arduino.servo_write(3, 10)"
servo pin 3 angolo 11,"arduino.servo_write(3, 11)"
servo pin 3 angolo 12,"arduino.servo_write(3, 12)"
servo pin 3 angolo 13,"arduino.servo_write(3, 13)"
servo pin 3 angolo 14,"arduino.servo_write(3, 14)"
servo pin 3 angolo 15,"arduino.servo_write(3, 15)"
muovi servo 3 a 15 gradi,"arduino.servo_write(3, 15)"
servo pin 3 angolo 16,"arduino.servo_write(3, 16)"
servo pin 3 angolo 17,"arduino.servo_write(3, 17)"
servo pin 3 angolo 18,"arduino.servo_write(3, 18)"
servo pin 3 angolo 19,"arduino.servo_write(3, 19)"
servo pin 3 angolo 20,"arduino.servo_write(3, 20)"
muovi servo 3 a 20 gradi,"arduino.servo_write(3, 20)"
servo pin 3 angolo 21,"arduino.servo_write(3, 21)"
servo pin 3 angolo 22,"arduino.servo_write(3, 22)"
servo pin 3 angolo 23,"arduino.servo_write(3, 23)"
servo pin 3 angolo 24,"arduino.servo_write(3, 24)"
servo pin 3 angolo 25,"arduino.servo_write(3, 25)"
muovi servo 3 a 25 gradi,"arduino.servo_write(3, 25)"
servo pin 3 angolo 26,"arduino.servo_write(3, 26)"
servo pin 3 angolo 27,"arduino.servo_write(3, 27)"
servo pin 3 angolo 28,"arduino.servo_write(3, 28)"
servo pin 3 angolo 29,"arduino.servo_write(3, 29)"
servo pin 3 angolo 30,"arduino.servo_write(3, 30)"
muovi servo 3 a 30 gradi,"arduino.servo_write(3, 30)"
servo pin 3 angolo 31,"arduino.servo_write(3, 31)"
servo pin 3 angolo 32,"arduino.servo_write(3, 32)"
servo pin 3 angolo 33,"arduino.servo_write(3, 33)"
servo pin 3 angolo 34,"arduino.servo_write(3, 34)"
servo pin 3 angolo 35,"arduino.servo_write(3, 35)"
muovi servo 3 a 35 gradi,"arduino.servo_write(3, 35)"
servo pin 3 angolo 36,"arduino.servo_write(3, 36)"
servo pin 3 angolo 37,"arduino.servo_write(3, 37)"
servo pin 3 angolo 38,"arduino.servo_write(3, 38)"
servo pin 3 angolo 39,"arduino.servo_write(3, 39)"
servo pin 3 angolo 40,"arduino.servo_write(3, 40)"
muovi servo 3 a 40 gradi,"arduino.servo_write(3, 40)"
servo pin 3 angolo 41,"arduino.servo_write(3, 41)"
servo pin 3 angolo 42,"arduino.servo_write(3, 42)"
servo pin 3 angolo 43,"arduino.servo_write(3, 43)"
servo pin 3 angolo 44,"arduino.servo_write(3, 44)"
servo pin 3 angolo 45,"arduino.servo_write(3, 45)"
muovi servo 3 a 45 gradi,"arduino.servo_write(3, 45)"
servo pin 3 angolo 46,"arduino.servo_write(3, 46)"
servo pin 3 angolo 47,"arduino.servo_write(3, 47)"
servo pin 3 angolo 48,"arduino.servo_write(3, 48)"
servo pin 3 angolo 49,"arduino.servo_write(3, 49)"
servo pin 3 angolo 50,"arduino.servo_write(3, 50)"
muovi servo 3 a 50 gradi,"arduino.servo_write(3, 50)"
servo pin 3 angolo 51,"arduino.servo_write(3, 51)"
servo pin 3 angolo 52,"arduino.servo_write(3, 52)"
servo pin 3 angolo 53,"arduino.servo_write(3, 53)"
servo pin 3 angolo 54,"arduino.servo_write(3, 54)"
servo pin 3 angolo 55,"arduino.servo_write(3, 55)"
muovi servo 3 a 55 gradi,"arduino.servo_write(3, 55)"
servo pin 3 angolo 56,"arduino.servo_write(3, 56)"
servo pin 3 angolo 57,"arduino.servo_write(3, 57)"
servo pin 3 angolo 58,"arduino.servo_write(3, 58)"
servo pin 3 angolo 59,"arduino.servo_write(3, 59)"
servo pin 3 angolo 60,"arduino.servo_write(3, 60)"
muovi servo 3 a 60 gradi,"arduino.servo_write(3, 60)"
servo pin 3 angolo 61,"arduino.servo_write(3, 61)"
servo pin 3 angolo 62,"arduino.servo_write(3, 62)"
servo pin 3 angolo 63,"arduino.servo_write(3, 63)"
servo pin 3 angolo 64,"arduino.servo_write(3, 64)"
servo pin 3 angolo 65,"arduino.servo_write(3, 65)"
muovi servo 3 a 65 gradi,"arduino.servo_write(3, 65)"
servo pin 3 angolo 66,"arduino.servo_write(3, 66)"
servo pin 3 angolo 67,"arduino.servo_write(3, 67)"
servo pin 3 angolo 68,"arduino.servo_write(3, 68)"
servo pin 3 angolo 69,"arduino.servo_write(3, 69)"
servo pin 3 angolo 70,"arduino.servo_write(3, 70)"
muovi servo 3 a 70 gradi,"arduino.servo_write(3, 70)"
servo pin 3 angolo 71,"arduino.servo_write(3, 71)"
servo pin 3 angolo 72,"arduino.servo_write(3, 72)"
servo pin 3 angolo 73,"arduino.servo_write(3, 73)"
servo pin 3 angolo 74,"arduino.servo_write(3, 74)"
servo pin 3 angolo 75,"arduino.servo_write(3, 75)"
muovi servo 3 a 75 gradi,"arduino.servo_write(3, 75)"
servo pin 3 angolo 76,"arduino.servo_write(3, 76)"
servo pin 3 angolo 77,"arduino.servo_write(3, 77)"
servo pin 3 angolo 78,"arduino.servo_write(3, 78)"
servo pin 3 angolo 79,"arduino.servo_write(3, 79)"
servo pin 3 angolo 80,"arduino.servo_write(3, 80)"
muovi servo 3 a 80 gradi,"arduino.servo_write(3, 80)"
servo pin 3 angolo 81,"arduino.servo_write(3, 81)"
servo pin 3 angolo 82,"arduino.servo_write(3, 82)"
servo pin 3 angolo 83,"arduino.servo_write(3, 83)"
servo pin 3 angolo 84,"arduino.servo_write(3, 84)"
servo pin 3 angolo 85,"arduino.servo_write(3, 85)"
muovi servo 3 a 85 gradi,"arduino.servo_write(3, 85)"
servo pin 3 angolo 86,"arduino.servo_write(3, 86)"
servo pin 3 angolo 87,"arduino.servo_write(3, 87)"
servo pin 3 angolo 88,"arduino.servo_write(3, 88)"
servo pin 3 angolo 89,"arduino.servo_write(3, 89)"
servo pin 3 angolo 90,"arduino.servo_write(3, 90)"
muovi servo 3 a 90 gradi,"arduino.servo_write(3, 90)"
servo pin 3 angolo 91,"arduino.servo_write(3, 91)"
servo pin 3 angolo 92,"arduino.servo_write(3, 92)"
servo pin 3 angolo 93,"arduino.servo_write(3, 93)"
servo pin 3 angolo 94,"arduino.servo_write(3, 94)"
servo pin 3 angolo 95,"arduino.servo_write(3, 95)"
muovi servo 3 a 95 gradi,"arduino.servo_write(3, 95)"
servo pin 3 angolo 96,"arduino.servo_write(3, 96)"
servo pin 3 angolo 97,"arduino.servo_write(3, 97)"
servo pin 3 angolo 98,"arduino.servo_write(3, 98)"
servo pin 3 angolo 99,"arduino.servo_write(3, 99)"
servo pin 3 angolo 100,"arduino.servo_write(3, 100)"
muovi servo 3 a 100 gradi,"arduino.servo_write(3, 100)"
servo pin 3 angolo 101,"arduino.servo_write(3, 101)"
servo pin 3 angolo 102,"arduino.servo_write(3, 102)"
servo pin 3 angolo 103,"arduino.servo_write(3, 103)"
servo pin 3 angolo 104,"arduino.servo_write(3, 104)"
servo pin 3 angolo 105,"arduino.servo_write(3, 105)"
muovi servo 3 a 105 gradi,"arduino.servo_write(3, 105)"
servo pin 3 angolo 106,"arduino.servo_write(3, 106)"
servo pin 3 angolo 107,"arduino.servo_write(3, 107)"
servo pin 3 angolo 108,"arduino.servo_write(3, 108)"
servo pin 3 angolo 109,"arduino.servo_write(3, 109)"
servo pin 3 angolo 110,"arduino.servo_write(3, 110)"
muovi servo 3 a 110 gradi,"arduino.servo_write(3, 110)"
servo pin 3 angolo 111,"arduino.servo_write(3, 111)"
servo pin 3 angolo 112,"arduino.servo_write(3, 112)"
servo pin 3 angolo 113,"arduino.servo_write(3, 113)"
servo pin 3 angolo 114,"arduino.servo_write(3, 114)"
servo pin 3 angolo 115,"arduino.servo_write(3, 115)"
muovi servo 3 a 115 gradi,"arduino.servo_write(3, 115)"
servo pin 3 angolo 116,"arduino.servo_write(3, 116)"
servo pin 3 angolo 117,"arduino.servo_write(3, 117)"
servo pin 3 angolo 118,"arduino.servo_write(3, 118)"
servo pin 3 angolo 119,"arduino.servo_write(3, 119)"
servo pin 3 angolo 120,"arduino.servo_write(3, 120)"
muovi servo 3 a 120 gradi,"arduino.servo_write(3, 120)"
servo pin 3 angolo 121,"arduino.servo_write(3, 121)"
servo pin 3 angolo 122,"arduino.servo_write(3, 122)"
servo pin 3 angolo 123,"arduino.servo_write(3, 123)"
servo pin 3 angolo 124,"arduino.servo_write(3, 124)"
servo pin 3 angolo 125,"arduino.servo_write(3, 125)"
muovi servo 3 a 125 gradi,"arduino.servo_write(3, 125)"
servo pin 3 angolo 126,"arduino.servo_write(3, 126)"
servo pin 3 angolo 127,"arduino.servo_write(3, 127)"
servo pin 3 angolo 128,"arduino.servo_write(3, 128)"
servo pin 3 angolo 129,"arduino.servo_write(3, 129)"
servo pin 3 angolo 130,"arduino.servo_write(3, 130)"
muovi servo 3 a 130 gradi,"arduino.servo_write(3, 130)"
servo pin 3 angolo 131,"arduino.servo_write(3, 131)"
servo pin 3 angolo 132,"arduino.servo_write(3, 132)"
servo pin 3 angolo 133,"arduino.servo_write(3, 133)"
servo pin 3 angolo 134,"arduino.servo_write(3, 134)"
servo pin 3 angolo 135,"arduino.servo_write(3, 135)"
muovi servo 3 a 135 gradi,"arduino.servo_write(3, 135)"
servo pin 3 angolo 136,"arduino.servo_write(3, 136)"
servo pin 3 angolo 137,"arduino.servo_write(3, 137)"
servo pin 3 angolo 138,"arduino.servo_write(3, 138)"
servo pin 3 angolo 139,"arduino.servo_write(3, 139)"
servo pin 3 angolo 140,"arduino.servo_write(3, 140)"
muovi servo 3 a 140 gradi,"arduino.servo_write(3, 140)"
servo pin 3 angolo 141,"arduino.servo_write(3, 141)"
servo pin 3 angolo 142,"arduino.servo_write(3, 142)"
servo pin 3 angolo 143,"arduino.servo_write(3, 143)"
servo pin 3 angolo 144,"arduino.servo_write(3, 144)"
servo pin 3 angolo 145,"arduino.servo_write(3, 145)"
muovi servo 3 a 145 gradi,"arduino.servo_write(3, 145)"
servo pin 3 angolo 146,"arduino.servo_write(3, 146)"
servo pin 3 angolo 147,"arduino.servo_write(3, 147)"
servo pin 3 angolo 148,"arduino.servo_write(3, 148)"
servo pin 3 angolo 149,"arduino.servo_write(3, 149)"
servo pin 3 angolo 150,"arduino.servo_write(3, 150)"
muovi servo 3 a 150 gradi,"arduino.servo_write(3, 150)"
servo pin 3 angolo 151,"arduino.servo_write(3, 151)"
servo pin 3 angolo 152,"arduino.servo_write(3, 152)"
servo pin 3 angolo 153,"arduino.servo_write(3, 153)"
servo pin 3 angolo 154,"arduino.servo_write(3, 154)"
servo pin 3 angolo 155,"arduino.servo_write(3, 155)"
muovi servo 3 a 155 gradi,"arduino.servo_write(3, 155)"
servo pin 3 angolo 156,"arduino.servo_write(3, 156)"
servo pin 3 angolo 157,"arduino.servo_write(3, 157)"
servo pin 3 angolo 158,"arduino.servo_write(3, 158)"
servo pin 3 angolo 159,"arduino.servo_write(3, 159)"
servo pin 3 angolo 160,"arduino.servo_write(3, 160)"
muovi servo 3 a 160 gradi,"arduino.servo_write(3, 160)"
servo pin 3 angolo 161,"arduino.servo_write(3, 161)"
servo pin 3 angolo 162,"arduino.servo_write(3, 162)"
servo pin 3 angolo 163,"arduino.servo_write(3, 163)"
servo pin 3 angolo 164,"arduino.servo_write(3, 164)"
servo pin 3 angolo 165,"arduino.servo_write(3, 165)"
muovi servo 3 a 165 gradi,"arduino.servo_write(3, 165)"
servo pin 3 angolo 166,"arduino.servo_write(3, 166)"
servo pin 3 angolo 167,"arduino.servo_write(3, 167)"
servo pin 3 angolo 168,"arduino.servo_write(3, 168)"
servo pin 3 angolo 169,"arduino.servo_write(3, 169)"
servo pin 3 angolo 170,"arduino.servo_write(3, 170)"
muovi servo 3 a 170 gradi,"arduino.servo_write(3, 170)"
servo pin 3 angolo 171,"arduino.servo_write(3, 171)"
servo pin 3 angolo 172,"arduino.servo_write(3, 172)"
servo pin 3 angolo 173,"arduino.servo_write(3, 173)"
servo pin 3 angolo 174,"arduino.servo_write(3, 174)"
servo pin 3 angolo 175,"arduino.servo_write(3, 175)"
muovi servo 3 a 175 gradi,"arduino.servo_write(3, 175)"
servo pin 3 angolo 176,"arduino.servo_write(3, 176)"
servo pin 3 angolo 177,"arduino.servo_write(3, 177)"
servo pin 3 angolo 178,"arduino.servo_write(3, 178)"
servo pin 3 angolo 179,"arduino.servo_write(3, 179)"
servo pin 3 angolo 180,"arduino.servo_write(3, 180)"
muovi servo 3 a 180 gradi,"arduino.servo_write(3, 180)"
servo pin 5 angolo 0,"arduino.servo_write(5, 0)"
muovi servo 5 a 0 gradi,"arduino.servo_write(5, 0)"
servo pin 5 angolo 1,"arduino.servo_write(5, 1)"
servo pin 5 angolo 2,"arduino.servo_write(5, 2)"
servo pin 5 angolo 3,"arduino.servo_write(5, 3)"
servo pin 5 angolo 4,"arduino.servo_write(5, 4)"
servo pin 5 angolo 5,"arduino.servo_write(5, 5)"
muovi servo 5 a 5 gradi,"arduino.servo_write(5, 5)"
servo pin 5 angolo 6,"arduino.servo_write(5, 6)"
servo pin 5 angolo 7,"arduino.servo_write(5, 7)"
servo pin 5 angolo 8,"arduino.servo_write(5, 8)"
servo pin 5 angolo 9,"arduino.servo_write(5, 9)"
servo pin 5 angolo 10,"arduino.servo_write(5, 10)"
muovi servo 5 a 10 gradi,"arduino.servo_write(5, 10)"
servo pin 5 angolo 11,"arduino.servo_write(5, 11)"
servo pin 5 angolo 12,"arduino.servo_write(5, 12)"
servo pin 5 angolo 13,"arduino.servo_write(5, 13)"
servo pin 5 angolo 14,"arduino.servo_write(5, 14)"
servo pin 5 angolo 15,"arduino.servo_write(5, 15)"
muovi servo 5 a 15 gradi,"arduino.servo_write(5, 15)"
servo pin 5 angolo 16,"arduino.servo_write(5, 16)"
servo pin 5 angolo 17,"arduino.servo_write(5, 17)"
servo pin 5 angolo 18,"arduino.servo_write(5, 18)"
servo pin 5 angolo 19,"arduino.servo_write(5, 19)"
servo pin 5 angolo 20,"arduino.servo_write(5, 20)"
muovi servo 5 a 20 gradi,"arduino.servo_write(5, 20)"
servo pin 5 angolo 21,"arduino.servo_write(5, 21)"
servo pin 5 angolo 22,"arduino.servo_write(5, 22)"
servo pin 5 angolo 23,"arduino.servo_write(5, 23)"
servo pin 5 angolo 24,"arduino.servo_write(5, 24)"
servo pin 5 angolo 25,"arduino.servo_write(5, 25)"
muovi servo 5 a 25 gradi,"arduino.servo_write(5, 25)"
servo pin 5 angolo 26,"arduino.servo_write(5, 26)"
servo pin 5 angolo 27,"arduino.servo_write(5, 27)"
servo pin 5 angolo 28,"arduino.servo_write(5, 28)"
servo pin 5 angolo 29,"arduino.servo_write(5, 29)"
servo pin 5 angolo 30,"arduino.servo_write(5, 30)"
muovi servo 5 a 30 gradi,"arduino.servo_write(5, 30)"
servo pin 5 angolo 31,"arduino.servo_write(5, 31)"
servo pin 5 angolo 32,"arduino.servo_write(5, 32)"
servo pin 5 angolo 33,"arduino.servo_write(5, 33)"
servo pin 5 angolo 34,"arduino.servo_write(5, 34)"
servo pin 5 angolo 35,"arduino.servo_write(5, 35)"
muovi servo 5 a 35 gradi,"arduino.servo_write(5, 35)"
servo pin 5 angolo 36,"arduino.servo_write(5, 36)"
servo pin 5 angolo 37,"arduino.servo_write(5, 37)"
servo pin 5 angolo 38,"arduino.servo_write(5, 38)"
servo pin 5 angolo 39,"arduino.servo_write(5, 39)"
servo pin 5 angolo 40,"arduino.servo_write(5, 40)"
muovi servo 5 a 40 gradi,"arduino.servo_write(5, 40)"
servo pin 5 angolo 41,"arduino.servo_write(5, 41)"
servo pin 5 angolo 42,"arduino.servo_write(5, 42)"
servo pin 5 angolo 43,"arduino.servo_write(5, 43)"
servo pin 5 angolo 44,"arduino.servo_write(5, 44)"
servo pin 5 angolo 45,"arduino.servo_write(5, 45)"
muovi servo 5 a 45 gradi,"arduino.servo_write(5, 45)"
servo pin 5 angolo 46,"arduino.servo_write(5, 46)"
servo pin 5 angolo 47,"arduino.servo_write(5, 47)"
servo pin 5 angolo 48,"arduino.servo_write(5, 48)"
servo pin 5 angolo 49,"arduino.servo_write(5, 49)"
servo pin 5 angolo 50,"arduino.servo_write(5, 50)"
muovi servo 5 a 50 gradi,"arduino.servo_write(5, 50)"
servo pin 5 angolo 51,"arduino.servo_write(5, 51)"
servo pin 5 angolo 52,"arduino.servo_write(5, 52)"
servo pin 5 angolo 53,"arduino.servo_write(5, 53)"
servo pin 5 angolo 54,"arduino.servo_write(5, 54)"
servo pin 5 angolo 55,"arduino.servo_write(5, 55)"
muovi servo 5 a 55 gradi,"arduino.servo_write(5, 55)"
servo pin 5 angolo 56,"arduino.servo_write(5, 56)"
servo pin 5 angolo 57,"arduino.servo_write(5, 57)"
servo pin 5 angolo 58,"arduino.servo_write(5, 58)"
servo pin 5 angolo 59,"arduino.servo_write(5, 59)"
servo pin 5 angolo 60,"arduino.servo_write(5, 60)"
muovi servo 5 a 60 gradi,"arduino.servo_write(5, 60)"
servo pin 5 angolo 61,"arduino.servo_write(5, 61)"
servo pin 5 angolo 62,"arduino.servo_write(5, 62)"
servo pin 5 angolo 63,"arduino.servo_write(5, 63)"
servo pin 5 angolo 64,"arduino.servo_write(5, 64)"
servo pin 5 angolo 65,"arduino.servo_write(5, 65)"
muovi servo 5 a 65 gradi,"arduino.servo_write(5, 65)"
servo pin 5 angolo 66,"arduino.servo_write(5, 66)"
servo pin 5 angolo 67,"arduino.servo_write(5, 67)"
servo pin 5 angolo 68,"arduino.servo_write(5, 68)"
servo pin 5 angolo 69,"arduino.servo_write(5, 69)"
servo pin 5 angolo 70,"arduino.servo_write(5, 70)"
muovi servo 5 a 70 gradi,"arduino.servo_write(5, 70)"
servo pin 5 angolo 71,"arduino.servo_write(5, 71)"
servo pin 5 angolo 72,"arduino.servo_write(5, 72)"
servo pin 5 angolo 73,"arduino.servo_write(5, 73)"
servo pin 5 angolo 74,"arduino.servo_write(5, 74)"
servo pin 5 angolo 75,"arduino.servo_write(5, 75)"
muovi servo 5 a 75 gradi,"arduino.servo_write(5, 75)"
servo pin 5 angolo 76,"arduino.servo_write(5, 76)"
servo pin 5 angolo 77,"arduino.servo_write(5, 77)"
servo pin 5 angolo 78,"arduino.servo_write(5, 78)"
servo pin 5 angolo 79,"arduino.servo_write(5, 79)"
servo pin 5 angolo 80,"arduino.servo_write(5, 80)"
muovi servo 5 a 80 gradi,"arduino.servo_write(5, 80)"
servo pin 5 angolo 81,"arduino.servo_write(5, 81)"
servo pin 5 angolo 82,"arduino.servo_write(5, 82)"
servo pin 5 angolo 83,"arduino.servo_write(5, 83)"
servo pin 5 angolo 84,"arduino.servo_write(5, 84)"
servo pin 5 angolo 85,"arduino.servo_write(5, 85)"
muovi servo 5 a 85 gradi,"arduino.servo_write(5, 85)"
servo pin 5 angolo 86,"arduino.servo_write(5, 86)"
servo pin 5 angolo 87,"arduino.servo_write(5, 87)"
servo pin 5 angolo 88,"arduino.servo_write(5, 88)"
servo pin 5 angolo 89,"arduino.servo_write(5, 89)"
servo pin 5 angolo 90,"arduino.servo_write(5, 90)"
muovi servo 5 a 90 gradi,"arduino.servo_write(5, 90)"
servo pin 5 angolo 91,"arduino.servo_write(5, 91)"
servo pin 5 angolo 92,"arduino.servo_write(5, 92)"
servo pin 5 angolo 93,"arduino.servo_write(5, 93)"
servo pin 5 angolo 94,"arduino.servo_write(5, 94)"
servo pin 5 angolo 95,"arduino.servo_write(5, 95)"
muovi servo 5 a 95 gradi,"arduino.servo_write(5, 95)"
servo pin 5 angolo 96,"arduino.servo_write(5, 96)"
servo pin 5 angolo 97,"arduino.servo_write(5, 97)"
servo pin 5 angolo 98,"arduino.servo_write(5, 98)"
servo pin 5 angolo 99,"arduino.servo_write(5, 99)"
servo pin 5 angolo 100,"arduino.servo_write(5, 100)"
muovi servo 5 a 100 gradi,"arduino.servo_write(5, 100)"
servo pin 5 angolo 101,"arduino.servo_write(5, 101)"
servo pin 5 angolo 102,"arduino.servo_write(5, 102)"
servo pin 5 angolo 103,"arduino.servo_write(5, 103)"
servo pin 5 angolo 104,"arduino.servo_write(5, 104)"
servo pin 5 angolo 105,"arduino.servo_write(5, 105)"
muovi servo 5 a 105 gradi,"arduino.servo_write(5, 105)"
